"type","system","term_ja","term_en","aliases","description_ja","description_en","url","source"
"ui-element","UTOL","ランダム出題","Random Quizzes","","履修者ごとに異なる問題をランダムに出題するかどうかの設定．出題数も指定する．","A setting for whether to randomly present different questions per student; the number of questions is also specified.","/utol/lecturers/quizzes/create/","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","リスト選択（プルダウン）","","","アンケートの設問形式の一つ．複数の選択肢から一つをプルダウンで選ぶ形式．","","/utol/lecturers/surveys/create/#question_settings","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","リンク","Links","","マークアップ機能でテキストにリンクを設定する書式．テキストを選択してアイコンを押し，URLを入力する．","A markup format for adding a link to text; select the text, click the icon, and enter the URL.","/utol/markup/","src/pages/utol/markup/index.mdx"
"ui-element","UTOL","レポート","Report","","Zoom連携で過去のミーティングの参加者を確認するボタン．MATLAB Graderでは受講者の解答概要を参照する項目としても用いられる．","A button for checking the participants of a past meeting in the Zoom integration; also used in MATLAB Grader to view an overview of learners' answers.","/utol/lecturers/integrations/zoom/","src/pages/utol/lecturers/integrations/zoom/index.mdx"
"ui-element","UTOL","宛先","","","メッセージの送信先を指定する項目．教員・TA（コース管理者）と履修者を別々に指定できる．","","/utol/students/messages/","src/pages/utol/students/messages/index.mdx"
"ui-element","UTOL","一括ダウンロード","Bulk download","","選択した履修者の提出状況などをExcelを含むZIPファイルとしてまとめてダウンロードするボタン．","A button to download selected students' submission status, etc. as a ZIP containing Excel.","/utol/lecturers/assignments/","src/pages/utol/lecturers/assignments/index.mdx"
"ui-element","UTOL","一括削除","Batch Deletion","","コース参加者一覧でチェックした複数のユーザをまとめて削除するボタン．","A button that deletes multiple checked users from the course-participant list at once.","/utol/lecturers/settings/course_participants/#delete-in-bulk","src/pages/utol/lecturers/settings/course_participants/index.md"
"ui-element","UTOL","一括登録","Batch attendance data registration","","各回の出席管理を一つのファイルにまとめて設定・登録する機能のボタン．","A button for setting and registering each session's attendance management together via a single file.","/utol/lecturers/attendances/","src/pages/utol/lecturers/attendances/index.mdx"
"ui-element","UTOL","引用・転載","Blockquote","","マークアップ機能でテキストが引用・転載であることを示す書式．","A markup format indicating that text has been quoted or republished.","/utol/markup/","src/pages/utol/markup/index.mdx"
"ui-element","UTOL","閲覧状況","Viewing status","","掲示板スレッドの閲覧状況を確認するボタン・ページ．ダウンロードも可能．","A button/page to check the viewing status of a forum thread; can also be downloaded.","/utol/lecturers/forums/","src/pages/utol/lecturers/forums/index.mdx"
"ui-element","UTOL","閲覧状況確認","Check view status","","教材をどの履修者がいつ閲覧したかを確認するリンク．Excelでダウンロードもできる．","A link to check which students viewed a material and when; can also be downloaded as Excel.","/utol/lecturers/materials/","src/pages/utol/lecturers/materials/index.md"
"ui-element","UTOL","下線","Underline","","マークアップ機能で文字の下に線を引く書式．","A markup format that underlines text.","/utol/markup/","src/pages/utol/markup/index.mdx"
"ui-element","UTOL","下付き文字","Subscript","","マークアップ機能で直前の文字の下方に小さく文字を表示する書式．","A markup format that displays text smaller and below the baseline of the preceding text.","/utol/markup/","src/pages/utol/markup/index.mdx"
"ui-element","UTOL","科目名","Course Title","","コース参加者一覧に表示される，履修者が受講登録している科目名の列．","A column in the course-participant list showing the course titles for which the enrolled student has registered.","/utol/lecturers/settings/course_participants/#information","src/pages/utol/lecturers/settings/course_participants/index.md"
"ui-element","UTOL","課題","Assignment","","教員が作成した課題を載せるための欄．提出期限の日時をわかりやすく設定することが推奨される．","The section where instructors place assignments; setting clear submission deadlines is recommended.","/utol/lecturers/assignments/","src/pages/articles/itc-lms/index.md"
"ui-element","UTOL","過去のコンテンツをインポート","","","コースコンテンツの左メニュー項目で，他コースからコンテンツをコピー（再利用）する画面を開く．","","/utol/lecturers/settings/#contents-reuse-step2","src/pages/utol/lecturers/settings/index.mdx"
"ui-element","UTOL","解除する","Unregister the course","","受講登録解除の確認ダイアログで押すボタン．","The button clicked in the unregistration confirmation dialog.","/utol/students/course_registration/","src/pages/utol/students/course_registration/index.md"
"ui-element","UTOL","解説文","Commentary","","テストの設問設定項目で，解答に対する解説を記入する．","A quiz question setting for entering commentary about the answer.","/utol/lecturers/quizzes/create/#create_problem","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","解答期間","Answering period","","テストに解答できる期間を開始・終了日時で指定する設定項目．","A setting specifying the start and end date/time of the period during which a quiz can be answered.","/utol/lecturers/quizzes/create/","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","解答期間・期限","Answer period/deadline","","テストの解答期限や制限時間を入力する欄．学生が締切を確認するのに用いる．","The field for entering a test's answer deadline and time limit, which students check to confirm due dates.","/utol/lecturers/quizzes/","src/pages/articles/itc-lms/index.md"
"ui-element","UTOL","解答項目","Answer item","","テストの選択形式設問で，選択肢を入力する項目．正解を右側のラジオボタンで指定する．","A field for entering answer choices in a choice-format quiz question; the correct answer is set with the radio button on the right.","/utol/lecturers/quizzes/create/#create_problem","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","解答項目数","Number of answer items","","テストの設問設定項目で，選択肢または空欄の数を指定する（フリーテキスト形式を除く）．","A quiz question setting specifying the number of answer choices or blanks (except for the free-text format).","/utol/lecturers/quizzes/create/#create_problem","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","解答状況確認","Check answer status","","テストの履修者ごとの解答状況を確認する画面へ進む操作項目．","An operation item that opens the screen for checking each student's quiz answer status.","/utol/lecturers/quizzes/grade_and_evaluate/","src/pages/utol/lecturers/quizzes/grade_and_evaluate.md"
"ui-element","UTOL","解答待ち時間","Waiting time","","受験トップ画面で履修者を待機させる時間の設定．動画の視聴を促す用途などに使う．","A setting for how long students wait on the Begin Answer screen, e.g. to encourage watching a video.","/utol/lecturers/quizzes/create/","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","回答の修正","","","アンケートの設定項目で，一度回答した後に回答内容を修正できるようにするかどうかを指定する．無記名の場合は修正できない．","","/utol/lecturers/surveys/create/#general_settings","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","回答期間","","","アンケートに回答できる期間を，開始・終了の日時で設定する項目．","","/utol/lecturers/surveys/create/#general_settings","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","回答項目","","回答項目数","アンケートの選択式設問で，選択肢の数と内容を入力する設定項目．","","/utol/lecturers/surveys/create/#question_settings","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","回答状況確認","Check responses","","アンケートの各回答を確認し，フィードバックコメントをつける画面へ進む操作項目．","An operation item that opens the screen for checking survey responses and adding feedback comments.","/utol/lecturers/surveys/result/","src/pages/utol/lecturers/surveys/result.mdx"
"ui-element","UTOL","回答数（表形式）","","","アンケートの表・グラフ表示の選択肢の一つ．選択肢ごとに回答者数と割合を表で表示する．","","/utol/lecturers/surveys/create/#question_settings","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","回答必須","","","アンケートの設問設定項目で，オンにすると送信前にその設問への回答が必要になる．","","/utol/lecturers/surveys/create/#question_settings","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","開講期","Term","","コース検索の開講時期条件の一つ．「S1」や「A2」などのタームを指定し，そのタームで開講されているコースを検索する．","A course-search term option; specify a term such as S1 or A2 to find courses offered in that term.","/utol/students/course_search/","src/pages/utol/students/course_search/index.mdx"
"ui-element","UTOL","開講区分","Classification","","コース検索の開講時期条件の一つ．「S1」「A1A2」「集中」などの区分を指定して検索する．","A course-search option; specify a classification such as S1, A1A2, or Intensive to search.","/utol/students/course_search/","src/pages/utol/students/course_search/index.mdx"
"ui-element","UTOL","開講時期","Term","","コース検索の検索条件で，「開講期」または「開講区分」を選んでタームや区分を指定する項目．","A course-search condition where you select ""Term"" or ""Classification"" to specify a term or category.","/utol/students/course_search/","src/pages/utol/students/course_search/index.mdx"
"ui-element","UTOL","開講組織","Department","","コース検索の条件．教養学部などの上位組織を選ぶと下位組織を選ぶプルダウンが表示される．","A course-search condition; selecting a higher-level organization reveals a pull-down for lower-level organizations.","/utol/students/course_search/","src/pages/utol/students/course_search/index.mdx"
"ui-element","UTOL","開講年度","Academic Year","","コース検索画面で指定できる検索条件の一つ．コースが開講される年度で絞り込む．","One of the search conditions on the course search screen; filters by the academic year in which a course is offered.","/utol/students/course_search/","src/pages/utol/students/course_search/index.mdx"
"ui-element","UTOL","開始","Start","","Zoom LTI連携で，表示されているミーティングを開始するボタン．押すとZoomアプリが起動する．","A button in the Zoom LTI integration that starts the displayed meeting, launching the Zoom application.","/utol/lecturers/integrations/zoom/","src/pages/utol/lecturers/integrations/zoom/index.mdx"
"ui-element","UTOL","開封済み","Read","","お知らせ・更新通知一覧の絞り込み選択肢の一つ．既読の通知を表示する．","A filter option in the notification/updates list that shows already-read items.","/utol/students/","src/pages/utol/students/index.mdx"
"ui-element","UTOL","確認画面に進む","Confirm","確認画面へ進む;Confirm","入力内容を確認画面へ進めるボタン．多くの登録・編集操作で使う．","A button that advances to the confirmation screen, used in many registration/editing operations.","/utol/lecturers/","src/pages/utol/lecturers/assignments/index.mdx;src/pages/utol/notification/index.mdx"
"ui-element","UTOL","学生による登録","Student self-registration","","出席管理の設定項目．「登録可」にすると履修者がワンタイムパスワードで出席送信できる．","An attendance-management setting; set to ""Accepted"" to let students submit attendance with a one-time password.","/utol/lecturers/attendances/","src/pages/utol/lecturers/attendances/index.mdx"
"ui-element","UTOL","学生検索","Search Students","","コース参加者登録で学生をユーザID・学生証番号・氏名から検索するボタン．","A button to search for students by user ID, student ID, or name when registering course participants.","/utol/lecturers/settings/course_participants/","src/pages/utol/lecturers/settings/course_participants/index.md"
"ui-element","UTOL","学生証番号/(ユーザID)","Student ID/(User ID)","","提出状況一覧などの列見出し．押すと昇順・降順で並べ替えができ，履修者ごとの確認画面にも遷移する．","A column header in submission-status lists; clicking sorts ascending/descending and links to a per-student check screen.","/utol/lecturers/assignments/","src/pages/utol/lecturers/assignments/index.mdx"
"ui-element","UTOL","学籍番号指定","","","出席者一括登録でアップロードするファイルの記載形式の一つ．1行ごとに学籍番号を記載する．","","/utol/lecturers/attendances/#register-attendance","src/pages/utol/lecturers/attendances/index.mdx"
"ui-element","UTOL","割合（円グラフ）","","","アンケートの表・グラフ表示の選択肢の一つ．回答数の表に加え，割合を円グラフで表示する．","","/utol/lecturers/surveys/create/#question_settings","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","期間後の提出","Late submission","","提出期限後に履修者が課題を提出できるかどうかを指定する設定項目．","A setting specifying whether students can submit an assignment after the deadline.","/utol/lecturers/assignments/","src/pages/utol/lecturers/assignments/index.mdx"
"ui-element","UTOL","記入用フォーマットダウンロード","","","出席データ一括アップロード欄にあるボタン．出席状況を一括編集するためのパスワード付きExcelをダウンロードする．","","/utol/lecturers/attendances/#check-attendance","src/pages/utol/lecturers/attendances/index.mdx"
"ui-element","UTOL","記名・無記名","","記名式;無記名式","アンケートを記名式・無記名式のどちらにするかの設定項目．無記名にすると個人別の回答が確認できなくなる．","A setting for whether a survey is named or anonymous; anonymous surveys hide individual responses.","/utol/lecturers/surveys/create/","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","教員入力","","","テストのステータス欄に表示される状態の一つ．教員が採点結果を入力したことを示す．","","/utol/lecturers/quizzes/grade_and_evaluate/#grade_on_excel","src/pages/utol/lecturers/quizzes/grade_and_evaluate.md"
"ui-element","UTOL","教材","Teaching Materials","","スライドなどの授業資料を置くための欄．タイトルの付け方や配布時期の工夫で学生が見つけやすくなる．","The section where class materials such as slides are placed; clear titling helps students find them.","/utol/lecturers/materials/","src/pages/articles/itc-lms/index.md"
"ui-element","UTOL","教材内容","Contents","","教材の説明を記入する設定項目．","A setting for entering a description of the course material.","/utol/lecturers/materials/","src/pages/utol/lecturers/materials/index.md"
"ui-element","UTOL","教職員検索","Search a faculty and staff","","コース参加者登録で教職員をユーザID・氏名から検索するボタン．","A button to search for faculty/staff by user ID or name when registering course participants.","/utol/lecturers/settings/course_participants/","src/pages/utol/lecturers/settings/course_participants/index.md"
"ui-element","UTOL","掲示期間","Posting period","","お知らせを公開する期間の設定項目．公開後は終了日時以外を編集できない．","A setting for the period a notice is posted; after publication only the end date/time can be edited.","/utol/lecturers/information/","src/pages/utol/lecturers/information/index.mdx"
"ui-element","UTOL","欠席","Absent","","出席の状態表示の一つ．コーストップ下部の「出席」欄に表示される．","An attendance status shown in the Attendance column at the bottom of the Course Top screen.","/utol/students/","src/pages/utol/students/index.mdx"
"ui-element","UTOL","穴埋めタグ追加","Add a fill-in-the-blank tag","","穴埋め形式の設問で空欄を挿入するボタン．挿入される`[fb]`が空欄として出題される．","A button to insert a blank in a fill-in-the-blank question; the inserted `[fb]` becomes the blank.","/utol/lecturers/quizzes/create/","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","穴埋め形式","Fill-in-the-blank format","","設問中の空欄を埋めさせる設問形式．自動採点できるが完全一致のみ正答となる．","A question format where the student fills in blanks; auto-scorable but only exact matches are correct.","/utol/lecturers/quizzes/create/","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","結果ダウンロード","","","アンケート回答状況確認画面の欄で，回答をZIP（HTML・Excel）で一括ダウンロードするボタン．","","/utol/lecturers/surveys/result/#answer-download","src/pages/utol/lecturers/surveys/result.mdx"
"ui-element","UTOL","結果公開期間","","","アンケート結果公開を「公開」にしている場合に，受講者が集計結果を見られる期間を設定する項目．","","/utol/lecturers/surveys/create/#general_settings","src/pages/utol/lecturers/surveys/create.mdx"
"ui-element","UTOL","月表示","Monthly view","","カレンダー表示で，コースを月単位で表示するボタン・表示モード．","A button and display mode in the calendar view that shows courses on a monthly basis.","/utol/students/#calendar","src/pages/utol/_timetable/Timetable.mdx"
"ui-element","UTOL","検索","Search","","入力したユーザIDで履修者を検索するボタン．","A button that searches for a student by the entered user ID.","/utol/students/messages/","src/pages/utol/students/messages/index.mdx"
"ui-element","UTOL","権限","Authority","","コース参加者一覧に表示される，担当教員・TA・コース設計者・履修者のいずれの権限を持つかを示す列．","A column in the course-participant list showing whether the user holds course-instructor, TA, course-designer, or enrolled-student authority.","/utol/lecturers/settings/course_participants/#information","src/pages/utol/lecturers/settings/course_participants/index.md"
"ui-element","UTOL","見出し","Headings","Heading1〜Heading6","マークアップ機能でテキストを見出し表示する書式．Heading1〜Heading6の6段階があり，段階に応じて太字や文字サイズが設定される．","A markup format that displays text as headings; there are six levels from Heading 1 to Heading 6, with bold and font size applied by level.","/utol/markup/","src/pages/utol/markup/index.mdx"
"ui-element","UTOL","個人設定完了","Complete personal setting","Personal Settings Completed","設定が完了したことを知らせる画面．「設定が完了しました」等のメッセージが表示される．","The screen indicating that the setup is complete, showing a message such as ""Settings have been completed"".","/utol/notification/","src/pages/utol/notification/index.mdx"
"ui-element","UTOL","公開期間","Publication period","","教材や問題などを公開する期間を指定する設定項目．","A setting specifying the period during which materials or problems are published.","/utol/lecturers/materials/","src/pages/utol/lecturers/materials/index.md"
"ui-element","UTOL","公開対象","Published target","","コンテンツを公開する対象を「すべての履修者」「選択したユーザグループ」「履修者を選択」から選ぶ設定項目．","A setting to choose the publication target from ""All Enrolled Students"", ""Selected user group"", or ""Select Students"".","/utol/lecturers/assignments/","src/pages/utol/lecturers/assignments/index.mdx"
"ui-element","UTOL","公欠","","","出席状況の区分の一つ．出席データ一括アップロードの列などで指定できる．","","/utol/lecturers/attendances/#check-attendance","src/pages/utol/lecturers/attendances/index.mdx"
"ui-element","UTOL","更新","Update","","メッセージ投稿画面上部のボタン．開いている間に届いた新着メッセージを確認できる．","A button at the top of the post messages screen to check new messages received while viewing.","/utol/students/messages/","src/pages/utol/students/messages/index.mdx"
"ui-element","UTOL","更新通知メール / LINE / Slack転送設定","Update information email/LINE/UTokyo Slack forwarding settings","","Settings画面やコーストップにある欄．送信先ごと・通知の種類ごとにドロップダウンで送信頻度を選択できる．","A section in the Settings screen and Course Top where the sending frequency can be selected via dropdown per destination and notification type.","/utol/notification/","src/pages/utol/notification/index.mdx"
"ui-element","UTOL","更新通知一覧へ","Updates list","","通知ボックス内のリンク．押すと既読も含めた更新通知の一覧を表示できる．","A link in the notification box that opens the full list of updates, including read ones.","/utol/students/","src/pages/utol/students/index.mdx"
"ui-element","UTOL","合格点","Passing Score","","この点数を超えた解答がUTOL上で「合格」として扱われる設定項目．","A setting; answers exceeding this score are marked as ""passing"" on UTOL.","/utol/lecturers/quizzes/create/","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","合否","","","テストの個別提出状況で確認できる項目．合格点を基準に合格・不合格が表示される．","","/utol/lecturers/quizzes/grade_and_evaluate/","src/pages/utol/lecturers/quizzes/grade_and_evaluate.md"
"ui-element","UTOL","今日","Today","","時間割表示の画面上部にあるボタン．押すと今学期の時間割が表示される．","A button at the top of the timetable view; clicking it displays the timetable for the current term.","/utol/students/#courses","src/pages/utol/_timetable/Timetable.mdx"
"ui-element","UTOL","催促お知らせ登録","Register Reminder Information","","課題等の「操作」メニューから催促お知らせを登録する項目．","An item in the Actions menu of an assignment, etc. to register a reminder notice.","/utol/lecturers/information/","src/pages/utol/lecturers/information/index.mdx"
"ui-element","UTOL","再受験","Re-take","","解答を一度提出した後に再び受験できるかを指定する設定項目．","A setting specifying whether a student can re-take the quiz after submitting answers.","/utol/lecturers/quizzes/create/","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","採点・コメント","","","テスト解答状況確認画面で，各解答を採点しフィードバックコメントを入力する画面へ移るリンク．採点未完了の場合は「【採点未完了】」と表示される．","","/utol/lecturers/quizzes/grade_and_evaluate/#grade_on_utol","src/pages/utol/lecturers/quizzes/grade_and_evaluate.md"
"ui-element","UTOL","採点結果の参照","Checking scoring results","","採点結果を履修者が自分で参照できるかどうかを指定する設定項目．","A setting specifying whether students can view their own scoring results.","/utol/lecturers/quizzes/create/","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","採点済み","","","Excelファイルでの採点結果が正常にアップロードされた際に，対象履修者のステータス欄に表示される状態．","","/utol/lecturers/quizzes/grade_and_evaluate/#grade_on_excel","src/pages/utol/lecturers/quizzes/grade_and_evaluate.md"
"ui-element","UTOL","削除","Delete","削除する","コンテンツやコース参加者などを削除するボタン／メニュー項目．","A button/menu item for deleting content, course participants, etc.","/utol/lecturers/","src/pages/utol/lecturers/assignments/index.mdx"
"ui-element","UTOL","参加する","Join","","掲示板のテーマに参加してスレッドやメッセージを閲覧・操作するために押す項目．","An item clicked to join a forum theme and view/operate its threads and messages.","/utol/lecturers/forums/","src/pages/utol/lecturers/forums/index.mdx"
"ui-element","UTOL","参加者一覧ダウンロード","Download Course participants list","","コース参加者登録画面で，参加者一覧をパスワード付きExcelファイルとしてダウンロードする欄・ボタン．","A section and button on the course-participant registration screen for downloading the participant list as a password-protected Excel file.","/utol/lecturers/settings/course_participants/#how-to-download","src/pages/utol/lecturers/settings/course_participants/index.md"
"ui-element","UTOL","参加者名簿","List of participants","","時間割表示の授業コマに表示されるダウンロードアイコン．教員として登録している場合に表示され，参加者名簿をダウンロードできる．","A download icon shown on a class session in the timetable view, available to registered instructors, allowing the participant roster to be downloaded.","/utol/lecturers/#course_list","src/pages/utol/_timetable/Timetable.mdx"
"ui-element","UTOL","参照","Reference","","メッセージ作成画面のボタン．押して添付するファイルを選択する．","A button on the message creation screen to select a file to attach.","/utol/students/messages/","src/pages/utol/students/messages/index.mdx;src/pages/utol/lecturers/assignments/index.mdx"
"ui-element","UTOL","指定","Specify","","検索結果でチェックした履修者を宛先として確定するボタン．","A button that confirms the checked students as message recipients.","/utol/students/messages/","src/pages/utol/students/messages/index.mdx"
"ui-element","UTOL","指定なし","No Specify","","メッセージのコース管理者宛先の選択肢．選ぶと履修者同士のやり取りとなる（担当教員は閲覧可）．","A course-administrator recipient option; selecting it makes the message a student-to-student exchange (instructors can still view).","/utol/students/messages/","src/pages/utol/students/messages/index.mdx"
"ui-element","UTOL","氏名","Name","","提出状況やコース参加者の一覧に表示される履修者の氏名列．並べ替えや検索に用いる．","The column showing an enrolled student's name in submission-status and participant lists, used for sorting and searching.","/utol/lecturers/assignments/#submission-status-all-user","src/pages/utol/lecturers/assignments/index.mdx"
"ui-element","UTOL","時間割表示","Timetable","","担当・登録しているコースを時間割形式で一覧表示する画面．コース名を押すとコーストップに移動する．","A screen showing the courses you teach or are registered for in timetable form; clicking a course name opens the Course Top.","/utol/lecturers/","src/pages/utol/lecturers/index.mdx"
"ui-element","UTOL","時限","Period","","コース検索画面で指定できる検索条件の一つ．集中講義等では「時間割外」を選択する．出席管理の設定項目としても用いられる．","One of the search conditions on the course search screen; select ""Outside"" for intensive courses. Also used as an attendance-management setting item.","/utol/students/course_search/","src/pages/utol/students/course_search/index.mdx"
"ui-element","UTOL","次へ","Next","","提出状況や評価画面で次の履修者に移動するボタン．","A button to move to the next student on the submission-status or evaluation screen.","/utol/lecturers/assignments/","src/pages/utol/lecturers/assignments/index.mdx"
"ui-element","UTOL","自動採点形式","Automatic scoring method","","穴埋め形式の設問で，複数の空欄がある場合の配点方法を指定する項目．","A setting for fill-in-the-blank questions that specifies how points are allocated when multiple blanks exist.","/utol/lecturers/quizzes/create/#create_problem","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","自動生成","Random Password","","ワンタイムパスワードをランダムに生成する出席管理のボタン．","A button in attendance management that randomly generates a one-time password.","/utol/lecturers/attendances/","src/pages/utol/lecturers/attendances/index.mdx"
"ui-element","UTOL","斜体","Italic","","マークアップ機能で文字を斜めにする書式．","A markup format that italicizes text.","/utol/markup/","src/pages/utol/markup/index.mdx"
"ui-element","UTOL","取り消し線","Strikethrough","","マークアップ機能で文字の中央に線を引く書式．","A markup format that strikes through text.","/utol/markup/","src/pages/utol/markup/index.mdx"
"ui-element","UTOL","手動登録メールアドレス","Manually registered e-mail address","","任意のメールアドレスを手動で登録できる入力欄．","An input field for manually registering any email address.","/utol/notification/","src/pages/utol/notification/index.mdx"
"ui-element","UTOL","種別","Category","","コース参加者一覧に表示される，ユーザのUTokyo Accountが学生用か教職員用かを示す列．","A column in the course-participant list showing whether the user's UTokyo Account is a student or faculty/staff account.","/utol/lecturers/settings/course_participants/#information","src/pages/utol/lecturers/settings/course_participants/index.md"
"ui-element","UTOL","受験する","Take Quizzes","","受験トップ画面でテストの受験を開始するボタン．","A button on the Begin Answer screen that starts taking the quiz.","/utol/lecturers/quizzes/create/#simulation","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","受験トップ","Begin Answer screen","","テスト受験時に最初に表示される画面．「受験する」ボタンから受験を開始する．","The first screen shown when taking a quiz, from which the student begins by clicking ""Take Quizzes"".","/utol/lecturers/quizzes/create/#simulation","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","受講登録","Register a course","","コース画面右上に表示されるボタン．押すと自己登録によりそのコースを受講登録できる．","A button at the upper right of the course screen; clicking it self-registers you for the course.","/utol/students/course_registration/","src/pages/utol/students/course_registration/index.md"
"ui-element","UTOL","受講登録可能なコースのみ","Only courses that can be registered","","コース検索のチェックボックス．履修登録をしていなくても自己登録できるコースのみを絞り込む．","A course-search checkbox that filters to only courses you can self-register for.","/utol/students/course_search/","src/pages/utol/students/course_search/index.mdx"
"ui-element","UTOL","受講登録解除","Unregister a course","","コーストップ画面右上に表示されるボタン．自己登録したコースの受講登録を解除する．","A button at the upper right of the Course Top screen used to cancel a self-registration.","/utol/students/course_registration/","src/pages/utol/students/course_registration/index.md"
"ui-element","UTOL","授業コマから自動登録された出席情報を履修者に表示する","","","コース設定のチェック項目．オンにすると，授業コマに連動して自動登録された出席情報が履修者に表示される．","","/utol/lecturers/attendances/#set-auto-attendance","src/pages/utol/lecturers/settings/index.mdx"
"ui-element","UTOL","授業日","","","出席管理の設定項目で，その回の授業を行う日を入力する．","","/utol/lecturers/attendances/#set-each-attendance-b","src/pages/utol/lecturers/attendances/index.mdx"
"ui-element","UTOL","週表示","Weekly view","","カレンダー表示で，コースを週単位で表示するボタン・表示モード．","A button and display mode in the calendar view that shows courses on a weekly basis.","/utol/students/#calendar","src/pages/utol/_timetable/Timetable.mdx"
"ui-element","UTOL","重要なお知らせ","Important Information","","UTOLトップページの欄．メンテナンス等の重要な情報が事前に掲示される．","A section on the UTOL top page where important information such as maintenance is posted in advance.","/utol/","src/pages/utol/index.mdx"
"ui-element","UTOL","出講表","","","教員向けに担当コースを一覧表示する画面（時間割）．コースグループの操作などの起点となる．","","/utol/lecturers/settings/course_group/","src/pages/utol/lecturers/settings/course_group/index.md"
"ui-element","UTOL","出席データ一括アップロード","","","出席登録画面の欄で，記入用フォーマットをダウンロードしExcelで一括編集した出席状況を反映させる機能．","","/utol/lecturers/attendances/#check-attendance","src/pages/utol/lecturers/attendances/index.mdx"
"ui-element","UTOL","出席者一括登録","Batch registration of attendees","","Zoom参加者リストやカードリーダーの情報などをファイルで読み込み，教員が出席を一括登録する機能．","A function for instructors to batch-register attendance from a file such as a Zoom participant list or card-reader output.","/utol/lecturers/attendances/","src/pages/utol/lecturers/attendances/index.mdx"
"ui-element","UTOL","出席送信","Submit Attendance","","履修者の画面に表示される，出席を送信するボタン．押すとワンタイムパスワードの入力を求められる．","A button shown on students' screens to submit attendance; clicking prompts for a one-time password.","/utol/students/","src/pages/utol/students/index.mdx;src/pages/utol/lecturers/attendances/index.mdx"
"ui-element","UTOL","出席登録","Register Attendance","","各回の出席状況を確認・変更・登録する操作メニュー項目・画面．","An operation-menu item/screen to check, change, and register attendance status for each session.","/utol/lecturers/attendances/","src/pages/utol/lecturers/attendances/index.mdx"
"ui-element","UTOL","上付き文字","Superscript","","マークアップ機能で直前の文字の上方に小さく文字を表示する書式．","A markup format that displays text smaller and above the baseline of the preceding text.","/utol/markup/","src/pages/utol/markup/index.mdx"
"ui-element","UTOL","常に登録方法によらず全て","","","履修者範囲設定の選択肢の一つ．受講登録していれば誰でもコンテンツを利用でき，自己登録の可否を選べる．","","/utol/lecturers/settings/#self-registration-and-content-use-scope","src/pages/utol/lecturers/settings/index.mdx"
"ui-element","UTOL","常に履修登録・担当教員登録のみ","","","履修者範囲設定の選択肢の一つ．履修登録・担当教員登録の方法で登録した受講者のみコンテンツを利用でき，自己登録は許可できない．","","/utol/lecturers/settings/#self-registration-and-content-use-scope","src/pages/utol/lecturers/settings/index.mdx"
"ui-element","UTOL","新しいミーティングをスケジュールする","Schedule a New Meeting","","UTOLのZoom画面で新しいミーティングを作成するボタン．","A button on UTOL's Zoom screen to create a new meeting.","/utol/lecturers/integrations/zoom/","src/pages/utol/lecturers/integrations/zoom/index.mdx"
"ui-element","UTOL","新規のお知らせを登録","Register New Information","","「お知らせ管理」から新規のお知らせを登録するボタン．","A button in ""Manage Information"" to register a new notice.","/utol/lecturers/information/","src/pages/utol/lecturers/information/index.mdx"
"ui-element","UTOL","数式挿入","Insert Formulas","","マークアップ機能で数式を表示する書式．アイコンを押し，入力欄にTeX記法で数式を入力する．","A markup format for displaying formulas; click the icon and enter the formula using TeX notation in the input field.","/utol/markup/","src/pages/utol/markup/index.mdx"
"ui-element","UTOL","制限時間","Time limit","","テストの制限時間．設定すると経過後に自動で解答が送信される．","A quiz time limit; when set, answers are submitted automatically once it elapses.","/utol/lecturers/quizzes/create/","src/pages/utol/lecturers/quizzes/create.mdx"
"ui-element","UTOL","正解の参照","Checking correct answers","","正解を履修者に開示するかどうかを指定する設定項目．","A setting specifying whether correct answers are disclosed to students.","/utol/lecturers/quizzes/create/","src/pages/utol/lecturers/quizzes/create.mdx"
